"COMMODITY_DESC","PRODUCT_ID","BASKET_ID","DEPARTMENT"
"CUIDADO DEL AIRE",27021,30754188706,"GROCERY"
"CUIDADO DEL AIRE",284161,31363375004,"GROCERY"
"ANALGESICO",134159,30541880783,"DRUG GM"
"ANALGESICO",9529874,40138197783,"DRUG GM"
"TOCINO",6517506,32055927313,"MEAT-PCKGD"
"TOCINO",129005,35003630682,"MEAT-PCKGD"
"TOCINO",129005,35488996868,"MEAT-PCKGD"
"SNACKS",30177,33170877635,"GROCERY"
"SNACKS",7189922,27288377026,"GROCERY"
"SNACKS",33247,40414667703,"GROCERY"
"SNACKS",432389,40414667703,"GROCERY"
"SNACKS",9400535,29776317638,"GROCERY"
"SNACKS",15781102,40463326886,"GROCERY"
"SNACKS",250043,31363375004,"GROCERY"
"SNACKS",412338,32055927313,"GROCERY"
"SNACKS",10124702,29776317638,"GROCERY"
"SNACKS",13218088,32718722056,"GROCERY"
"SNACKS",10124702,28680515735,"GROCERY"
"SNACKS",33247,33170877635,"GROCERY"
"SNACKS",9400840,27771857605,"GROCERY"
"SNACKS",86652,28680515735,"GROCERY"
"SNACKS",10124702,29531116865,"GROCERY"
"SNACKS",86652,31363375004,"GROCERY"
"SNACKS",9400799,27771857605,"GROCERY"
"SNACKS",250043,31544502476,"GROCERY"
"PAN",50455,29186005963,"GROCERY"
"PAN",27658,29531116865,"GROCERY"
"PAN",339470,33170877635,"GROCERY"
"PAN",50455,31427002805,"GROCERY"
"PAN",6608489,35488996868,"GROCERY"
"PAN",27479,30590802826,"GROCERY"
"PAN",50455,27496106798,"GROCERY"
"PAN",50455,28349822785,"GROCERY"
"PAN",339470,35160422961,"GROCERY"
"PAN",32384,27771857605,"GROCERY"
"PAN",48065,27288377026,"GROCERY"
"PAN",100896,32496221577,"GROCERY"
"PAN",112553,42142311779,"GROCERY"
"PAN",46392,29531116865,"GROCERY"
"PAN",234687,27771857605,"GROCERY"
"PAN",10186317,32718722056,"GROCERY"
"PAN",413715,32718722056,"GROCERY"
"PAN",112553,40499462973,"GROCERY"
"PAN",37913,35704195124,"GROCERY"
"PAN",107837,35704195124,"GROCERY"
"REPOSTERIA",83822,29144608214,"GROCERY"
"REPOSTERIA",66367,32496221577,"GROCERY"
"REPOSTERIA",51766,28143956007,"GROCERY"
"REPOSTERIA",107467,32496221577,"GROCERY"
"RES",12325443,33682991526,"MEAT"
"RES",9807181,29302837658,"MEAT"
"RES",9807181,35160422961,"MEAT"
"RES",190064,27471976071,"MEAT"
"RES",9807181,31204545817,"MEAT"
"RES",209999,28071976389,"MEAT"
"RES",9807181,31544502476,"MEAT"
"RES",9807181,29513422261,"MEAT"
"RES",9807181,32209327507,"MEAT"
"RES",9807181,31911155580,"MEAT"
"RES",12325406,29513422261,"MEAT"
"RES",12325251,40499462973,"MEAT"
"RES",12325406,32826516981,"MEAT"
"RES",12325108,33170877635,"MEAT"
"RES",12325406,30912300033,"MEAT"
"RES",9807181,35846342418,"MEAT"
"CERVEZAS",93003,31753308790,"GROCERY"
"CERVEZAS",66638,31634832799,"GROCERY"
"CERVEZAS",55201,29531116865,"GROCERY"
"CERVEZAS",93003,31634832799,"GROCERY"
"CERVEZAS",221474,29776317638,"GROCERY"
"CERVEZAS",101414,32718722056,"GROCERY"
"BAYAS",188978,41655820646,"PRODUCE"
"BLANQUEADOR",90607,41655820646,"GROCERY"
"SALCHICHAS",10463571,35003630682,"MEAT-PCKGD"
"ESCOBAS",6876743,41655820646,"DRUG GM"
"PASTEL",354984,30178790946,"PASTRY"
"PASTEL",359698,30754188706,"PASTRY"
"PASTEL",10211670,40771486937,"PASTRY"
"PASTEL",32247,32209327507,"PASTRY"
"CARAMELO",124888,35003630682,"DRUG GM"
"CARAMELO",123037,27471976071,"DRUG GM"
"CARAMELO",155735,40463326886,"DRUG GM"
"CARAMELO",225225,31544502476,"DRUG GM"
"CARAMELO",40479,32718722056,"DRUG GM"
"CARAMELO",10212301,27771857605,"DRUG GM"
"CARAMELO",79736,32718722056,"DRUG GM"
"CARAMELO",10212300,27771857605,"DRUG GM"
"JUGOS",32457,27471976071,"GROCERY"
"JUGOS",395234,32209327507,"GROCERY"
"JUGOS",253391,41881398493,"GROCERY"
"JUGOS",86690,40439012272,"GROCERY"
"CARBON",57792,32733326941,"DRUG GM"
"CARBON",57792,29776315965,"DRUG GM"
"CARBON",13078140,32733326941,"DRUG GM"
"QUESO",43611,40414667703,"GROCERY"
"QUESO",69982,29513422261,"GROCERY"
"QUESO",101922,28071976389,"GROCERY"
"QUESO",46154,32209327507,"GROCERY"
"QUESO",6472672,31204545817,"GROCERY"
"QUESO",38085,29531116865,"GROCERY"
"QUESO",89509,29186005963,"GROCERY"
"QUESO",359526,27496106798,"GROCERY"
"QUESO",69982,31911155580,"GROCERY"
"QUESO",101922,40499462973,"GROCERY"
"QUESO",6472672,33682991526,"GROCERY"
"QUESO",45372,30590802826,"GROCERY"
"QUESO",69982,30912300033,"GROCERY"
"QUESO",52641,32826516981,"GROCERY"
"QUESO",359707,33170877635,"GROCERY"
"QUESO",79289,31363375004,"GROCERY"
"QUESO",46370,27288377026,"GROCERY"
"QUESO",6472672,30178790946,"GROCERY"
"QUESO",159721,29513422261,"GROCERY"
"QUESO",6472672,40414667703,"GROCERY"
"QUESOS",359096,31427002805,"DELI"
"QUESOS",359096,32496221577,"DELI"
"QUESOS",359096,35488996868,"DELI"
"POLLO",269894,42065993503,"MEAT"
"POLLO",384912,40439012272,"MEAT"
"POLLO",412400,29302837658,"MEAT"
"POLLO",348386,29144608214,"MEAT"
"POLLO",269894,40177228126,"MEAT"
"CIGARRILLOS",257593,32718722056,"DRUG GM"
"CIGARRILLOS",230509,32718722056,"DRUG GM"
"GRIPE",429541,30590802826,"DRUG GM"
"GRIPE",8025867,35704195124,"DRUG GM"
"GRIPE",54243,30590802826,"DRUG GM"
"CEREAL",63480,30541077983,"GROCERY"
"CEREAL",51202,30945992558,"GROCERY"
"CEREAL",6983017,30945992558,"GROCERY"
"CEREAL",51202,31427002805,"GROCERY"
"CONDIMENTOS",89865,29531116865,"GROCERY"
"SNACKS",385240,31806687698,"GROCERY"
"SNACKS",10287524,29814087567,"GROCERY"
"SNACKS",12600159,31427002805,"GROCERY"
"SNACKS",385240,30541077983,"GROCERY"
"SNACKS",13013785,33682991526,"GROCERY"
"SNACKS",247515,30945992558,"GROCERY"
"SNACKS",252785,27771857605,"GROCERY"
"SNACKS",254820,27771857605,"GROCERY"
"SNACKS",30613,42142311779,"GROCERY"
"GALLETAS",31681,29776315965,"PASTRY"
"CONOS",91631,40414667703,"GROCERY"
"CONOS",6607986,29872791599,"GROCERY"
"CONOS",34703,31806687698,"GROCERY"
"CONOS",112154,40499462973,"GROCERY"
"CONOS",373990,30754188706,"GROCERY"
"CONOS",6607986,30541077983,"GROCERY"
"CONOS",6607986,31363375004,"GROCERY"
"CONOS",96779,30945992558,"GROCERY"
"MAIZ",121018,29186005963,"PRODUCE"
"MAIZ",57462,33170877635,"PRODUCE"
"CUPON",312652,35003630682,"ELECT &PLUMBING"
"CUPON",343253,28071976389,"DRUG GM"
"CUPON",301126,29302837658,"GROCERY"
"GALLETAS",35510,31204545817,"GROCERY"
"GALLETAS",35510,32826516981,"GROCERY"
"GALLETAS",35510,33682991526,"GROCERY"
"GALLETAS",35510,30178790946,"GROCERY"
"GALLETAS",35510,40499462973,"GROCERY"
"GALLETAS",35510,32209327507,"GROCERY"
"GALLETAS",36880,41881398493,"GROCERY"
"EMBUTIDOS",408450,31427002805,"DELI"
"EMBUTIDOS",142450,29531116865,"DELI"
"EMBUTIDOS",408450,27496106798,"DELI"
"EMBUTIDOS",247734,27496106798,"DELI"
"EMBUTIDOS",373795,27288377026,"DELI"
"EMBUTIDOS",281136,32496221577,"DELI"
"EMBUTIDOS",414464,29186005963,"DELI"
"EMBUTIDOS",389118,29186005963,"DELI"
"EMBUTIDOS",366441,28349822785,"DELI"
"EMBUTIDOS",12484686,35488996868,"DELI"
"DESODORANTES",75497,30541880783,"DRUG GM"
"CENA PREPARADA",121760,28143956007,"GROCERY"
"CENA PREPARADA",121760,29513422261,"GROCERY"
"CENA PREPARADA",407430,30590802826,"GROCERY"
"CENA PREPARADA",121760,31204545817,"GROCERY"
"ARROZ",91225,40499462973,"GROCERY"
"ARROZ",40868,35003632459,"GROCERY"
"ARROZ",51091,31806687698,"GROCERY"
"ARROZ",29996,35003632459,"GROCERY"
"ARROZ",29252,35003632459,"GROCERY"
"ARROZ",29825,35003632459,"GROCERY"
"ARROZ",28513,35003632459,"GROCERY"
"PASTA",106561,29302837658,"GROCERY"
"PASTA",64410,40439012272,"GROCERY"
"PASTA",51129,35003632459,"GROCERY"
"GRAVY",73207,32416696970,"GROCERY"
"GRAVY",73207,32209327507,"GROCERY"
"GRAVY",73207,29513422261,"GROCERY"
"GRAVY",73207,35846342418,"GROCERY"
"GRAVY",73207,40568378159,"GROCERY"
"GRAVY",73207,33682991526,"GROCERY"
"GRAVY",73207,32826516981,"GROCERY"
"GRAVY",73207,40499462973,"GROCERY"
"GRAVY",73207,33463597079,"GROCERY"
"GRAVY",73207,31911155580,"GROCERY"
"GRAVY",42388,30912300033,"GROCERY"
"GRAVY",42388,42142311779,"GROCERY"
"GRAVY",73207,31544502476,"GROCERY"
"GRAVY",45518,32733327440,"GROCERY"
"GRAVY",10184732,41973507751,"GROCERY"
"GRAVY",73207,31204545817,"GROCERY"
"GRAVY",73207,40317578098,"GROCERY"
"GRAVY",73207,27471976071,"GROCERY"
"HUEVOS",45507,41655820646,"GROCERY"
"HUEVOS",28966,27771857605,"GROCERY"
"HUEVOS",45507,29302837658,"GROCERY"
"HUEVOS",48023,35003630682,"GROCERY"
"HUEVOS",45507,28143956007,"GROCERY"
"HUEVOS",45507,29144608214,"GROCERY"
"HIGIENE FEMENINA",6537231,32733326941,"DRUG GM"
"PRIMEROS AUXILIOS",32392,41655820646,"DRUG GM"
"LECHE",41044,35846342418,"GROCERY"
"LECHE",28272,30754188706,"GROCERY"
"LECHE",34873,35846342418,"GROCERY"
"LECHE",116551,27771857605,"GROCERY"
"LECHE",34873,40439012272,"GROCERY"
"LECHE",34873,41655820646,"GROCERY"
"LECHE",34873,32055927313,"GROCERY"
"LECHE",34873,35704195124,"GROCERY"
"LECHE",32916,33170877635,"GROCERY"
"LECHE",43020,30945992558,"GROCERY"
"LECHE",34873,31427002805,"GROCERY"
"LECHE",34873,42012308423,"GROCERY"
"LECHE",43020,35003630682,"GROCERY"
"LECHE",43020,40177228126,"GROCERY"
"LECHE",43020,40414667703,"GROCERY"
"LECHE",100512,30541077983,"GROCERY"
"CARNE CONGELADA",44161,29531116865,"MEAT-PCKGD"
"CARNE CONGELADA",78767,41655820646,"MEAT-PCKGD"
"CARNE CONGELADA",407547,29531116865,"MEAT-PCKGD"
"CARNE CONGELADA",78767,35003632459,"MEAT-PCKGD"
"PIE CONGELADO",6472220,28349822785,"GROCERY"
"PIZZA CONGELADA",6570496,27771857605,"GROCERY"
"PIZZA CONGELADA",85737,31363375004,"GROCERY"
"PIZZA CONGELADA",133533,27771857605,"GROCERY"
"PIZZA CONGELADA",42687,40499462973,"GROCERY"
"PIZZA CONGELADA",9682312,28349822785,"GROCERY"
"PIZZA CONGELADA",6569886,27771857605,"GROCERY"
"PIZZA CONGELADA",6569871,27771857605,"GROCERY"
"PIZZA CONGELADA",6569871,29186005963,"GROCERY"
"PIZZA CONGELADA",9494383,27771857605,"GROCERY"
"PIZZA CONGELADA",6570756,27771857605,"GROCERY"
"FRUTA",108404,30754188706,"GROCERY"
"FRUTA",44599,29814087567,"GROCERY"
"FRUTA",52240,30912300033,"GROCERY"
"FRUTA",72013,30754188706,"GROCERY"
"FRUTA",65291,29186005963,"GROCERY"
"FRUTA",52240,29186005963,"GROCERY"
"FRUTA",52240,32209327507,"GROCERY"
"FRUTA",44599,29186005963,"GROCERY"
"FRUTA",87200,40499462973,"GROCERY"
"FRUTA",108404,41881398493,"GROCERY"
"FRUTA",45607,29814087567,"GROCERY"
"FRUTA",52240,29814087567,"GROCERY"
"FRUTA",52240,30945992558,"GROCERY"
"DESAYUNO CONGELADO",94548,27771857605,"GROCERY"
"CARNE CONGELADA",207534,27771857605,"GROCERY"
"CARNE CONGELADA",208720,27771857605,"GROCERY"
"CARNE CONGELADA",204662,27771857605,"GROCERY"
"CARNE CONGELADA",58612,41655820646,"GROCERY"
"CARNE CONGELADA",199881,31806687698,"GROCERY"
"CARNE CONGELADA",177274,27771857605,"GROCERY"
"CARNE CONGELADA",199881,27771857605,"GROCERY"
"CARNE CONGELADA",217731,27771857605,"GROCERY"
"CARNE CONGELADA",16102849,41655820646,"GROCERY"
"CARNE CONGELADA",90882,31544502476,"GROCERY"
"CARNE CONGELADA",210350,27771857605,"GROCERY"
"CARNE CONGELADA",216901,27771857605,"GROCERY"
"CARNE CONGELADA",106945,41655820646,"GROCERY"
"CARNE CONGELADA",13118681,35488996868,"GROCERY"
"CARNE CONGELADA",177679,27771857605,"GROCERY"
"CARNE CONGELADA",192540,27771857605,"GROCERY"
"NOVEDADES",46058,28071976389,"GROCERY"
"NOVEDADES",9807328,28071976389,"GROCERY"
"NOVEDADES",9807328,27652047013,"GROCERY"
"VEGETALES",75618,42065993503,"GROCERY"
"PLATOS",130533,42065993503,"MEAT-PCKGD"
"PLATOS",111894,27288377026,"MEAT-PCKGD"
"IMPORTADOS",61748,29302837658,"GROCERY"
"IMPORTADOS",121503,28071976389,"GROCERY"
"IMPORTADOS",8026545,29814087567,"GROCERY"
"IMPORTADOS",58561,28071976389,"GROCERY"
"CEREALES",168266,29302837658,"GROCERY"
"LIMPIEZA DEL HOGAR",10198513,41655820646,"GROCERY"
"HELADO",27158,29776317638,"GROCERY"
"HELADO",27158,30754188706,"GROCERY"
"HELADO",27158,30178790946,"GROCERY"
"HELADO",137674,29513422261,"GROCERY"
"HELADO",137674,30945992558,"GROCERY"
"HELADO",27158,30945992558,"GROCERY"
"HELADO",6446794,27652047013,"GROCERY"
"HELADO",9531136,40499462973,"GROCERY"
"HELADO",7190161,31363375004,"GROCERY"
"HELADO",37756,30541077983,"GROCERY"
"HELADO",137674,30541077983,"GROCERY"
"HELADO",10309250,32416696970,"GROCERY"
"HELADO",10308140,32416696970,"GROCERY"
"HELADO",27158,29872791599,"GROCERY"
"HELADO",88163,40499462973,"GROCERY"
"HELADO",47996,31806687698,"GROCERY"
"QUIMICOS",34187,27855955496,"DRUG GM"
"JUGO",33522,40771486937,"NUTRITION"
"GADGETS DE COCINA",30356,41355173952,"DRUG GM"
"LICOR",49165,31634832799,"GROCERY"
"CARNE",357169,27496106798,"MEAT-PCKGD"
"CARNE",15745884,41973507751,"MEAT-PCKGD"
"CARNE",5722204,29186005963,"MEAT-PCKGD"
"CARNE",230051,41655820646,"MEAT-PCKGD"
"CARNE",118681,30590802826,"MEAT-PCKGD"
"CARNE",90887,41655820646,"MEAT-PCKGD"
"CARNE",136182,27771857605,"MEAT-PCKGD"
"CARNE",357169,30590802826,"MEAT-PCKGD"
"CARNE",94977,35003630682,"MEAT-PCKGD"
"CARNE",357169,27288377026,"MEAT-PCKGD"
"REVISTA",96821,40177228126,"DRUG GM"
"REVISTA",398060,35003630682,"DRUG GM"
"MAQUILLAJE Y TRATAMIENTO",9530255,42012308423,"COSMETICS"
"MARGARINAS",97960,35003630682,"GROCERY"
"MARGARINAS",60152,32481476487,"GROCERY"
"MARGARINAS",84572,40439012272,"GROCERY"
"MARGARINAS",60152,31427002805,"GROCERY"
"CARNE",404022,32055927313,"MEAT-PCKGD"
"CARNE",404022,29776315965,"MEAT-PCKGD"
"CARNE",92497,35003632459,"GROCERY"
"CARNE",79442,35003632459,"GROCERY"
"CARNE",84794,31806687698,"GROCERY"
"CARNE",93402,35003632459,"GROCERY"
"CARNE",123260,40052888019,"GROCERY"
"CARNE",88192,35003632459,"GROCERY"
"CARNE",132074,31427002805,"GROCERY"
"CARNE",85989,35003632459,"GROCERY"
"CARNE",93402,31806687698,"GROCERY"
"CARNE",86316,35003632459,"GROCERY"
"CARNE",36618,27471976071,"GROCERY"
"SUBPRODUCTOS LACTEOS",42197,28071976389,"GROCERY"
"LACTEOS",60924,31204545817,"GROCERY"
"JARABE",41940,35003630682,"GROCERY"
"JARABE",72570,35003630682,"GROCERY"
"HONGOS",81184,32733327440,"PRODUCE"
"HONGOS",81184,32733326941,"PRODUCE"
"HIGIENE ORAL",9878870,42012308423,"DRUG GM"
"HIGIENE ORAL",13426673,41655820646,"DRUG GM"
"PAPEL",12670070,40317578098,"GROCERY"
"PAPEL",52633,40317578098,"GROCERY"
"PAPEL",52567,31204545817,"GROCERY"
"PAPEL",62750,29872791599,"GROCERY"
"PAPEL",62750,29144608214,"GROCERY"
"SALSA PARA PASTA",80472,40439012272,"GROCERY"
"SALSA PARA PASTA",45661,29302837658,"GROCERY"
"SALSA PARA PASTA",45661,31204545817,"GROCERY"
"SALSA PARA PASTA",72290,42012308423,"GROCERY"
"SALSA PARA PASTA",45661,29513422261,"GROCERY"
"CUIDADO DE MASCOTAS",370342,32718722056,"GROCERY"
"JAMON",58868,31427002805,"GROCERY"
"PALOMITAS DE MAIZ",103705,32718722056,"PRODUCE"
"CERDO",431608,28143956007,"MEAT"
"CERDO",431608,29814087567,"MEAT"
"CERDO",208463,32733326941,"MEAT"
"CERDO",13216921,32733327135,"MEAT"
"CERDO",366758,28143956007,"MEAT"
"PATATAS",192567,40177228126,"PRODUCE"
"PATATAS",276370,40414667703,"PRODUCE"
"COMIDA PREPARADA",413025,28071976389,"DELI"
"MASA",165885,29513422261,"GROCERY"
"MASA",9808529,28071976389,"GROCERY"
"MASA",165885,29814087567,"GROCERY"
"MASA",80621,35846342418,"GROCERY"
"MASA",67860,27652047013,"GROCERY"
"MASA",165885,31363375004,"GROCERY"
"BEBIDAS",41410,33299707627,"GROCERY"
"BEBIDAS",126096,33463597079,"GROCERY"
"BEBIDAS",5721970,41655820646,"GROCERY"
"BEBIDAS",46041,35160422961,"GROCERY"
"BEBIDAS",126096,40138197783,"GROCERY"
"BEBIDAS",121195,31634832799,"GROCERY"
"BEBIDAS",41332,29814087567,"GROCERY"
"BEBIDAS",329764,32416696970,"GROCERY"
"BEBIDAS",334648,29513422261,"GROCERY"
"BEBIDAS",334648,27652047013,"GROCERY"
"BEBIDAS",342096,29186005963,"GROCERY"
"BEBIDAS",41743,27288377026,"GROCERY"
"BEBIDAS",63040,42012308423,"GROCERY"
"BEBIDAS",126096,31427002805,"GROCERY"
"BEBIDAS",342096,40414667703,"GROCERY"
"BEBIDAS",329764,28071976389,"GROCERY"
"ENSALADAS",279994,40771486937,"SALAD BAR"
"ENSALADAS",279994,40568378159,"SALAD BAR"
"ENSALADAS",279994,32826516981,"SALAD BAR"
"ENSALADAS",279994,35846342418,"SALAD BAR"
"ENSALADAS",279994,35488996868,"SALAD BAR"
"SANDWICH",83237,40177228126,"GROCERY"
"SANDWICH",83237,42065993503,"GROCERY"
"SANDWICH",87243,35488996868,"GROCERY"
"MARISCOS",28041,32733327135,"SEAFOOD-PCKGD"
"AFEITADO",6754452,27771857614,"DRUG GM"
"ACEITE",130507,35003630682,"GROCERY"
"ACEITE",31534,29302837658,"GROCERY"
"ACEITE",31534,29144608214,"GROCERY"
"ACEITE",249766,28143956007,"GROCERY"
"ACEITE",277125,35003630682,"GROCERY"
"CARNES AHUMADAS",145736,40414667703,"MEAT"
"CARNES AHUMADAS",410713,29814087567,"MEAT"
"CARNES AHUMADAS",410713,29872791599,"MEAT"
"CARNES AHUMADAS",13523440,40499462973,"MEAT"
"BEBIDAS",321216,30590802826,"GROCERY"
"BEBIDAS",315014,41881398493,"GROCERY"
"BEBIDAS",66668,35488996868,"GROCERY"
"BEBIDAS",45465,35160422961,"GROCERY"
"BEBIDAS",32124,31911155580,"GROCERY"
"BEBIDAS",326597,29302837658,"GROCERY"
"BEBIDAS",32124,35846342418,"GROCERY"
"BEBIDAS",244960,29872791599,"GROCERY"
"BEBIDAS",57390,28349822785,"GROCERY"
"BEBIDAS",72374,30945992558,"GROCERY"
"BEBIDAS",72374,29144608214,"GROCERY"
"BEBIDAS",326597,30590802826,"GROCERY"
"BEBIDAS",45878,32718722056,"GROCERY"
"BEBIDAS",244960,31204545817,"GROCERY"
"BEBIDAS",57390,28680515735,"GROCERY"
"BEBIDAS",45465,33299707627,"GROCERY"
"BEBIDAS",46352,28143956007,"GROCERY"
"BEBIDAS",326597,28680515735,"GROCERY"
"BEBIDAS",326597,32826516981,"GROCERY"
"BEBIDAS",43995,33463597079,"GROCERY"
"BEBIDAS",32124,27496106798,"GROCERY"
"BEBIDAS",71805,27771857605,"GROCERY"
"BEBIDAS",10185762,28143956007,"GROCERY"
"BEBIDAS",330921,32718722056,"GROCERY"
"BEBIDAS",260371,30754188706,"GROCERY"
"BEBIDAS",108058,29513422261,"GROCERY"
"BEBIDAS",66668,35846342418,"GROCERY"
"BEBIDAS",66668,35704195127,"GROCERY"
"BEBIDAS",57390,35160422961,"GROCERY"
"BEBIDAS",326597,27288377026,"GROCERY"
"BEBIDAS",57390,40568378159,"GROCERY"
"BEBIDAS",46352,27404676049,"GROCERY"
"BEBIDAS",326597,27652047013,"GROCERY"
"BEBIDAS",116901,30178790946,"GROCERY"
"BEBIDAS",10464236,31911155580,"GROCERY"
"BEBIDAS",43995,33299707627,"GROCERY"
"BEBIDAS",107070,35846342418,"GROCERY"
"BEBIDAS",72374,29531116865,"GROCERY"
"BEBIDAS",255521,29872791599,"GROCERY"
"BEBIDAS",57390,27471976071,"GROCERY"
"BEBIDAS",57313,29186005963,"GROCERY"
"BEBIDAS",57313,30912300033,"GROCERY"
"BEBIDAS",57390,40499462973,"GROCERY"
"BEBIDAS",70302,35704195124,"GROCERY"
"BEBIDAS",32124,31204545817,"GROCERY"
"BEBIDAS",95919,32718722056,"GROCERY"
"BEBIDAS",66518,35704195127,"GROCERY"
"BEBIDAS",66392,31911155580,"GROCERY"
"SOPA",80670,30590802826,"GROCERY"
"SOPA",10462536,35488996868,"GROCERY"
"SOPA",15722074,42142311779,"GROCERY"
"SOPA",93662,41881398493,"GROCERY"
"SOPA",123984,35003632459,"GROCERY"
"SOPA",45720,41973507751,"GROCERY"
"SOPA",7189392,35003632459,"GROCERY"
"SOPA",40694,41973507751,"GROCERY"
"SOPA",80670,41881398493,"GROCERY"
"SOPA",90909,35003632459,"GROCERY"
"SOPA",338451,30590802826,"GROCERY"
"ESPECIAS Y EXTRACTOS",44039,40414667703,"GROCERY"
"ESPECIAS Y EXTRACTOS",55319,40414667703,"GROCERY"
"PRIMAVERA / VERANO ESTACIONAL",91614,28143956007,"DRUG GM"
"PAPELERIA",10155676,41655820646,"DRUG GM"
"AZUCARES / DULCES",129039,41355173952,"GROCERY"
"BRONCEADO",9531287,27867995651,"DRUG GM"
"SNACKS",9493274,30945992558,"PASTRY"
"SNACKS",164764,33299707627,"PASTRY"
"SNACKS",164764,33170877635,"PASTRY"
"SNACKS",164764,40052888019,"PASTRY"
"SNACKS",9493274,30912300033,"PASTRY"
"SNACKS",421719,28071976389,"PASTRY"
"SNACKS",9493274,31427002805,"PASTRY"
"FRUTA TROPICAL",201704,41655820646,"PRODUCE"
"VERDURAS",64842,31911155580,"GROCERY"
"VERDURAS",64842,33682991526,"GROCERY"
"VERDURAS",70153,30912300033,"GROCERY"
"VERDURAS",50032,32826516981,"GROCERY"
"VERDURAS",35331,32209327507,"GROCERY"
"VERDURAS",81724,31911155580,"GROCERY"
"VERDURAS",49927,30912300033,"GROCERY"
"VERDURAS",35331,32826516981,"GROCERY"
"VERDURAS",50032,32209327507,"GROCERY"
"VERDURAS",54411,33682991526,"GROCERY"
"VERDURAS",50032,27471976071,"GROCERY"
"VERDURAS",35331,30912300033,"GROCERY"
"VERDURAS",35331,35846342418,"GROCERY"
"VERDURAS",57570,31204545817,"GROCERY"
"VERDURAS",49278,35846342418,"GROCERY"
"VERDURAS",47805,35846342418,"GROCERY"
"VERDURAS",76246,33682991526,"GROCERY"
"VERDURAS",76246,32826516981,"GROCERY"
"VERDURAS",49927,31544502476,"GROCERY"
"VERDURAS",35331,27471976071,"GROCERY"
"VERDURAS",35331,31911155580,"GROCERY"
"VERDURAS",35331,31204545817,"GROCERY"
"VERDURAS",74230,29513422261,"GROCERY"
"VERDURAS",49927,31204545817,"GROCERY"
"VERDURAS",54411,31544502476,"GROCERY"
"VERDURAS",54411,29513422261,"GROCERY"
"VERDURAS",50032,35846342418,"GROCERY"
"VERDURAS",50032,40568378159,"GROCERY"
"VERDURAS",50032,40499462973,"GROCERY"
"VERDURAS",50032,31544502476,"GROCERY"
"VERDURAS",49278,29513422261,"GROCERY"
"VERDURAS",267471,31204545817,"GROCERY"
"VERDURAS",49278,27471976071,"GROCERY"
"SNACKS",429813,40463326886,"GROCERY"
"AGUA",126749,32416696970,"GROCERY"
"AGUA",404431,32209327507,"GROCERY"
"YOGUR",15712538,41655820646,"GROCERY"
